,Unnamed: 0,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,shipment_mode,sub_classification,vendor,brand,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,freight_cost_(usd),line_item_insurance_(usd),days_to_process
9761,9967,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.22,0.19,"Aurobindo Unit III, India",Yes,17636.265,619.2275,71.0
2448,2627,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,12.01,0.4,Mylan (formerly Matrix) Nashik,No,3526.69,619.2275,-223.5
5936,6142,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,2853,253917.0,53.775000000000006,0.89,other,Yes,17636.265,418.96,119.0
9117,9323,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,41900,407198.31250000006,3.6,0.06,other,No,3526.69,619.2275,196.0
4710,4916,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,91,2074.51,22.8,0.1,other,No,0.0,2.57,29.0
1045,1046,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,1926,16409.52,8.52,0.14,other,Yes,977.55,131.5,-223.5
7564,7770,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,30685,144219.5,4.7,0.16,Hetero Unit III Hyderabad IN,Yes,6506.75,178.4,281.0
6454,6660,SO,DN,1046,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,2415,4467.75,1.85,0.01,"Aurobindo Unit III, India",No,3526.69,9.63,156.0
8620,8826,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.11,0.14,Mylan (formerly Matrix) Nashik,Yes,6507.33,619.2275,294.0
8354,8560,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,1890,4876.2,2.58,0.04,other,Yes,112.87,8.05,234.0
5352,5558,SCMS,ASN,754,Direct Drop,EXW,Air,Pediatric,other,Generic,30,252,504.0,2.0,0.07,other,Yes,1026.15,0.62,146.0
339,339,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,20,9000,288000.0,32.0,1.09875,other,Yes,17636.265,460.8,-223.5
523,523,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,30,19,551.0,29.0,0.97,other,Yes,859.53,206.09,-223.5
271,271,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,100,2000,144000.0,53.775000000000006,0.72,other,Yes,5962.58,310.46,150.0
4442,4648,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,Generic,180,11668,35004.0,3.0,0.01,"Aurobindo Unit III, India",Yes,3283.59,75.47,159.0
5506,5712,SCMS,ASN,333,Direct Drop,EXW,Air,Adult,other,Generic,30,100,758.0,7.58,0.25,"Aurobindo Unit III, India",Yes,734.66,0.78,181.0
4825,5031,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,2094,9067.02,4.33,0.14,Hetero Unit III Hyderabad IN,Yes,0.0,19.55,151.0
6899,7105,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,3000,17550.0,5.85,0.1,"Cipla, Goa, India",Yes,0.0,37.84,138.0
7815,8021,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,28868,323898.96,11.22,0.19,"Aurobindo Unit III, India",Yes,6147.18,619.2275,188.0
3809,4015,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,120,87,2241.1,25.76,0.21,other,No,0.0,2.77,414.0
4314,4520,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,120,320,26304.0,53.775000000000006,0.68,other,Yes,823.94,51.56,50.0
6684,6890,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,20160,224784.0,11.15,0.37,Mylan (formerly Matrix) Nashik,Yes,17636.265,278.06,358.0
4456,4662,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,275,4974.52,18.09,0.3,"Cipla, Goa, India",No,0.0,5.11,60.0
3035,3241,SCMS,ASN,14,Direct Drop,EXW,Air,HIV+,other,other,20,32,1024.0,32.0,1.09875,other,Yes,703.25,1.27,222.0
5126,5332,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,41900,407198.31250000006,2.87,0.05,"Strides, Bangalore, India.",Yes,14682.98,619.2275,104.0
649,650,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,6048,8769.6,1.45,0.02,"Aurobindo Unit III, India",No,3526.69,17.19,39.0
5148,5354,SCMS,ASN,535,Direct Drop,EXW,Ocean,Pediatric,other,Generic,60,41900,341700.0,8.04,0.13,"Aurobindo Unit III, India",Yes,16210.31,479.06,148.0
4440,4646,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,100,8178,407198.31250000006,53.775000000000006,0.89,other,Yes,15200.59,619.2275,112.0
8135,8341,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,4.63,0.15,Hetero Unit III Hyderabad IN,No,3526.69,619.2275,223.0
76,76,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,30,80,1830.4,22.88,0.76,other,Yes,0.0,3.59,-223.5
3247,3453,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,60,2314,26605.58,11.5,0.19,other,No,0.0,27.35,60.0
4242,4448,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,39,1248.0,32.0,1.09875,other,No,3526.69,1.47,142.0
6927,7133,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,4480,29433.6,6.57,0.22,"Aurobindo Unit III, India",Yes,8758.37,63.46,203.0
9448,9654,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,36278,311265.24,8.58,0.14,"Cipla, Goa, India",Yes,14547.55,385.04,169.0
3554,3760,SCMS,ASN,754,Direct Drop,FCA,Air,Pediatric,other,Generic,60,6390,37956.6,5.94,0.1,other,Yes,6255.87,46.95,117.0
8322,8528,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,120,1320,47731.2,36.16,0.3,other,Yes,2080.2,102.91,189.0
2816,3022,SCMS,ASN,535,Direct Drop,EXW,Air,Pediatric,other,other,180,2025,62410.5,30.82,0.1,other,Yes,16777.24,64.16,80.0
8822,9028,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.22,0.19,"Aurobindo Unit III, India",Yes,15322.73,619.2275,197.0
8819,9025,SO,DN,111,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,4000,7800.0,1.95,0.01,"Aurobindo Unit III, India",Yes,5752.74,10.94,10.0
4432,4638,SCMS,ASN,46,Direct Drop,EXW,Air,HIV+,other,other,20,39,1248.0,32.0,1.09875,other,Yes,581.73,2.06,135.0
7618,7824,SO,DN,429,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,11.15,0.37,other,Yes,17636.265,619.2275,182.0
3747,3953,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,20,389.71,19.49,0.65,"Aurobindo Unit III, India",No,0.0,0.48,121.0
3183,3389,SCMS,ASN,754,Direct Drop,EXW,Air,Pediatric,other,Generic,60,15021,60084.0,4.0,0.07,"Cipla, Goa, India",Yes,13983.98,61.77,149.0
2156,2313,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,other,30,738,2560.86,3.47,0.12,other,No,3526.69,4.1,-223.5
9983,10189,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,"Aurobindo Unit III, India",No,3526.69,619.2275,182.0
3935,4141,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,168,1260.0,7.5,0.12,Mylan (formerly Matrix) Nashik,No,3526.69,2.72,444.5
5899,6105,SCMS,ASN,650,Direct Drop,FCA,Air,Pediatric,other,other,180,2265,69807.3,30.82,0.1,other,Yes,13303.8,71.76,279.0
2876,3082,SCMS,ASN,429,Direct Drop,EXW,Air,Pediatric,other,Generic,60,1411,46563.0,33.0,0.55,other,Yes,1950.74,47.87,154.0
1589,1651,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,180,7839,391950.0,50.0,0.28,other,No,3526.69,619.2275,-223.5
1833,1932,SO,DN,535,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",No,3526.69,5.12,-223.5
348,348,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,60,130,644.8,4.96,0.08,other,No,0.0,1.03,-223.5
3159,3365,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,100,3500,280000.0,53.775000000000006,0.8,other,Yes,17636.265,462.0,202.0
5880,6086,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,20,6704,214528.0,32.0,1.09875,other,Yes,13771.63,252.5,136.0
5698,5904,SCMS,ASN,1046,Direct Drop,CIP,Air,Adult,other,other,30,3600,181440.0,50.4,1.09875,other,Yes,1924.57,355.62,162.0
4826,5032,SCMS,ASN,237,Direct Drop,EXW,Air,Adult,other,Generic,60,10,13.0,1.3,0.02,"Aurobindo Unit III, India",Yes,618.89,0.02,77.0
3523,3729,SCMS,ASN,639,Direct Drop,EXW,Ocean,Adult,other,Generic,30,41900,140321.16,3.24,0.11,"Cipla, Goa, India",Yes,6914.44,144.25,244.0
7065,7271,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,11994,64287.84,5.36,0.18,other,Yes,7918.0,90.13,95.0
2937,3143,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,30,1249,34472.4,27.6,0.92,other,Yes,1682.15,42.64,73.0
6662,6868,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,214700.0,2.26,0.04,"Cipla, Goa, India",Yes,17636.265,265.58,176.0
5679,5885,SCMS,ASN,754,Direct Drop,EXW,Air,HIV+,other,other,100,2500,200000.0,53.775000000000006,0.8,other,Yes,8399.6,205.6,125.0
1290,1311,SO,DN,512,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,120,2580,106038.0,41.1,0.34,other,Yes,3562.4,169.66,-223.5
8474,8680,SO,DN,639,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,60,562,1292.6,2.3,0.04,"Cipla, Goa, India",No,3526.69,1.6,-13.0
9851,10057,SO,DN,98,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,25240,201920.0,8.0,0.13,Hetero Unit III Hyderabad IN,No,3526.69,283.09,100.0
7906,8112,SO,DN,512,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,20000,341600.0,17.08,0.57,Mylan (formerly Matrix) Nashik,Yes,0.0,563.64,111.0
6746,6952,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,10.78,0.36,Hetero Unit III Hyderabad IN,Yes,8054.68,619.2275,179.0
1634,1696,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,29500,89680.0,3.04,0.05,other,Yes,11339.5,143.49,-223.5
7709,7915,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,1087,14294.05,13.15,0.44,Mylan (formerly Matrix) Nashik,Yes,129.75,14.69,352.0
8312,8518,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,5980,13933.4,2.33,0.04,"Aurobindo Unit III, India",No,3526.69,30.04,124.0
2067,2194,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,1300,3770.0,2.9,0.05,"Aurobindo Unit III, India",Yes,1020.98,6.03,-223.5
6576,6782,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,9900,23067.0,2.33,0.04,"Strides, Bangalore, India.",Yes,2394.27,32.34,235.0
9068,9274,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.11,0.14,Mylan (formerly Matrix) Nashik,No,3526.69,619.2275,311.0
2651,2857,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,9612,183096.09,19.05,0.64,"Cipla, Goa, India",Yes,0.0,358.87,155.0
8231,8437,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,1431,2747.52,1.92,0.01,"Aurobindo Unit III, India",No,3526.69,5.39,137.0
1534,1574,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,867,8427.24,9.72,0.32,Mylan (formerly Matrix) Nashik,Yes,1954.23,16.52,23.0
8720,8926,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,9852,98520.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,9736.1,212.41,193.0
5829,6035,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,30,8000,144000.0,18.0,0.6,other,Yes,6433.8,148.03,301.0
1004,1005,SCMS,ASN,639,Direct Drop,EXW,Air,HIV+,other,other,100,60,21000.0,53.775000000000006,1.09875,other,Yes,4185.29,41.16,35.0
4504,4710,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,4560,62335.2,13.67,0.46,Mylan (formerly Matrix) Nashik,Yes,5610.17,87.39,141.0
5188,5394,SCMS,ASN,17,Direct Drop,EXW,Air,HIV+,other,Generic,100,21,105.0,5.0,0.05,other,No,3526.69,0.13,88.0
2378,2557,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,29500,89680.0,3.04,0.05,other,Yes,11273.0,143.49,-223.5
4932,5138,SCMS,ASN,535,Direct Drop,EXW,Air,HIV+,other,other,100,2450,176400.0,53.775000000000006,0.72,other,Yes,17636.265,380.32,118.0
7008,7214,SO,DN,98,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,60,15,44.85,2.99,0.05,Mylan (formerly Matrix) Nashik,Yes,9506.0,0.06,100.0
9792,9998,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,26308,224933.4,8.55,0.14,other,No,3526.69,371.14,234.0
1083,1084,SO,DN,650,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,14052,103984.8,7.4,0.12,"Cipla, Goa, India",Yes,5780.2,166.38,-223.5
7968,8174,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,120,5000,148400.0,29.68,0.25,Mylan (formerly Matrix) Nashik,No,3526.69,208.06,121.0
9822,10028,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,221162.76,2.58,0.04,"Strides, Bangalore, India.",No,3526.69,364.92,111.0
6040,6246,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,60,3,19.32,6.44,0.11,other,No,0.0,0.02,414.0
9308,9514,SO,DN,1046,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,30,2772,6209.28,2.24,0.07,"Aurobindo Unit III, India",No,3526.69,10.25,165.0
3626,3832,SCMS,ASN,512,Direct Drop,FCA,Air,Pediatric,other,Generic,60,1742,10347.48,5.94,0.1,other,Yes,2336.46,12.8,159.0
6024,6230,SCMS,ASN,608,Direct Drop,EXW,Air,HIV+,other,other,100,3300,237600.0,53.775000000000006,0.72,other,Yes,17636.265,465.7,119.0
8567,8773,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2723,18325.79,6.73,0.11,Mylan (formerly Matrix) Nashik,No,3526.69,18.84,162.0
902,903,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,1000,44500.0,44.5,0.74,"Aurobindo Unit III, India",Yes,7878.06,0.24,-223.5
5022,5228,SCMS,ASN,754,Direct Drop,DDP,Air,Adult,other,other,120,173,11521.8,53.775000000000006,0.55,other,Yes,251.52,16.15,98.0
8385,8591,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,40,103.2,2.58,0.04,"Strides, Bangalore, India.",No,3526.69,0.14,85.0
8589,8795,SO,DN,639,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,60,2581,9678.75,3.75,0.06,"Strides, Bangalore, India.",Yes,1955.22,9.95,141.0
9831,10037,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,120,23,776.02,33.74,0.28,"Aurobindo Unit III, India",No,3526.69,1.09,85.0
7978,8184,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,15459.1,619.2275,167.0
8443,8649,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,22122,84284.82,3.81,0.13,"Strides, Bangalore, India.",Yes,3855.95,118.17,104.0
6198,6404,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,20,444,14208.0,32.0,1.09875,other,Yes,1847.97,14.61,121.0
5552,5758,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,90,12,204.53,17.04,0.19,"Aurobindo Unit III, India",No,0.0,0.21,243.0
1351,1372,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,500,1450.0,2.9,0.05,"Aurobindo Unit III, India",Yes,1096.71,2.84,-181.0
7778,7984,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,20518,230211.96,11.22,0.19,"Aurobindo Unit III, India",Yes,0.0,496.34,144.0
7268,7474,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,2666,15409.48,5.78,0.19,"Aurobindo Unit III, India",Yes,17636.265,30.2,116.0
2553,2759,SCMS,ASN,608,Direct Drop,EXW,Air,Adult,other,Generic,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",Yes,979.14,6.23,238.0
8055,8261,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,235241.19,3.33,0.11,other,No,3526.69,290.99,238.0
4769,4975,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,53,1337.93,25.24,0.42,"Aurobindo Unit III, India",No,0.0,1.66,29.0
5589,5795,SCMS,ASN,754,Direct Drop,EXW,Air,Pediatric,other,Generic,30,9051,11313.75,1.25,0.04,"Aurobindo Unit III, India",Yes,3231.11,14.0,155.0
6499,6705,SO,DN,35,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,4224,61797.12,14.63,0.24,Mylan (formerly Matrix) Nashik,Yes,3134.82,101.97,13.0
7300,7506,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,11807,138732.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,0.0,299.11,145.0
8148,8354,SO,DN,650,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,25000,100000.0,4.0,0.07,Mylan (formerly Matrix) Nashik,No,3526.69,102.8,258.0
8012,8218,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,25991,58739.66,2.26,0.04,"Aurobindo Unit III, India",Yes,12315.5,72.66,46.0
1624,1686,SO,DN,535,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,other,25,3508,70160.0,20.0,0.8,other,Yes,4641.85,112.26,-223.5
5898,6104,SCMS,ASN,512,Direct Drop,EXW,Air,Adult,other,Generic,60,36451,297075.65,8.15,0.14,"Aurobindo Unit III, India",Yes,17636.265,367.48,100.0
8599,8805,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,30000,96300.0,3.21,0.11,"Strides, Bangalore, India.",No,3526.69,99.0,319.0
848,849,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,168,1260.0,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,2793.62,2.47,-53.0
8105,8311,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Pediatric,SCMS from RDC,Generic,60,10819,23260.85,2.15,0.04,Mylan (formerly Matrix) Nashik,Yes,17636.265,23.91,164.0
7003,7209,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,17636.265,619.2275,98.0
720,721,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,60,41900,407198.31250000006,9.18,0.15,"Aurobindo Unit III, India",Yes,17636.265,619.2275,-223.5
9649,9855,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,11949,104673.24,8.76,0.15,"Aurobindo Unit III, India",Yes,11637.65,205.16,144.0
966,967,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,6966,16718.4,2.4,0.04,"Aurobindo Unit III, India",No,3526.69,32.77,-98.0
2194,2351,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,100,175.0,1.75,0.03,"Aurobindo Unit III, India",No,3526.69,0.28,-223.5
7788,7994,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,122362.66,2.66,0.04,"Strides, Bangalore, India.",Yes,9736.1,263.81,193.0
8681,8887,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,3000,8700.0,2.9,0.05,"Aurobindo Unit III, India",No,3526.69,17.05,83.0
4085,4291,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,17013,40320.81,2.37,0.04,"Aurobindo Unit III, India",No,3526.69,86.93,154.0
3088,3294,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,19200,201600.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,4312.92,207.24,161.0
4870,5076,SCMS,ASN,1161,Direct Drop,EXW,Air,Adult,other,Generic,30,9070,163260.0,18.0,0.6,other,Yes,0.0,167.83,349.0
9043,9249,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,other,120,12800,241920.0,18.9,0.16,other,Yes,4853.84,248.69,322.0
1663,1725,SO,DN,237,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,120,1530,125766.0,53.775000000000006,0.68,other,Yes,4220.15,201.23,-223.5
10117,10323,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,36639,72911.61,1.99,0.03,"Cipla, Goa, India",No,0.0,85.82,299.0
4172,4378,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,100,7110,407198.31250000006,53.775000000000006,0.8,other,Yes,11847.25,619.2275,93.0
3718,3924,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,41900,312340.05,4.51,0.15,"Aurobindo Unit III, India",Yes,4232.71,515.36,238.0
3322,3528,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,4,68.56,17.14,0.06,other,Yes,0.0,0.07,306.0
10067,10273,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,4670,30448.4,6.52,0.11,Mylan (formerly Matrix) Nashik,No,3526.69,31.3,224.0
6052,6258,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,41900,407198.31250000006,4.53,0.15,"Aurobindo Unit III, India",Yes,0.0,619.2275,268.0
5629,5835,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,3180,283020.0,53.775000000000006,0.89,other,Yes,15890.52,290.94,122.0
8404,8610,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,3345,27629.7,8.26,0.14,"Cipla, Goa, India",No,3526.69,45.59,216.0
3715,3921,SCMS,ASN,1046,Direct Drop,FCA,Air,Adult,other,other,60,780,5343.0,6.85,0.11,other,Yes,1743.84,6.61,182.0
1024,1025,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,120,5151,105595.5,20.5,0.17,other,Yes,2921.0,619.2275,-223.5
5270,5476,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,100,2744,219520.0,53.775000000000006,0.8,other,Yes,17636.265,307.77,109.0
6847,7053,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,225,4819.5,21.42,0.36,Mylan (formerly Matrix) Nashik,Yes,4030.02,10.39,39.0
7239,7445,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,4.64,0.15,other,Yes,17636.265,455.99,291.0
2814,3020,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,11,332.32,30.21,1.01,"Aurobindo Unit III, India",No,0.0,0.34,120.0
2517,2723,SCMS,ASN,639,Direct Drop,EXW,Ocean,Pediatric,other,Generic,180,1832,3847.2,2.1,0.01,"Aurobindo Unit III, India",Yes,7117.39,4.76,207.0
3549,3755,SCMS,ASN,46,Direct Drop,EXW,Air,HIV+,other,other,100,2,16.0,8.0,0.08,other,Yes,885.49,0.03,121.0
2561,2767,SCMS,ASN,52,Direct Drop,EXW,Air,HIV+,other,other,100,112,8400.0,53.775000000000006,0.75,other,No,3526.69,13.86,98.0
5529,5735,SCMS,ASN,429,Direct Drop,EXW,Air,HIV+,other,other,1,2988,73206.0,24.5,1.09875,other,Yes,17636.265,90.56,279.0
8951,9157,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,Hetero Unit III Hyderabad IN,No,3526.69,619.2275,176.0
8732,8938,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,504,720.72,1.43,0.02,"Aurobindo Unit III, India",No,3526.69,1.55,51.0
4706,4912,SCMS,ASN,52,Direct Drop,EXW,Air,HIV+,other,other,100,1000,92000.0,53.775000000000006,0.92,other,Yes,8776.57,151.8,108.0
3459,3665,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,90,8010.0,53.775000000000006,0.89,other,Yes,0.0,9.43,158.0
455,455,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,15360,113664.0,7.4,0.12,"Cipla, Goa, India",Yes,5412.14,181.86,-223.5
7570,7776,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,3820,55657.4,14.57,0.49,"Aurobindo Unit III, India",Yes,14547.55,68.85,64.0
4959,5165,SCMS,ASN,35,Direct Drop,EXW,Ocean,Adult,other,Generic,30,41900,407198.31250000006,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,12323.93,619.2275,92.0
